number;floor;room#;type;size;service_time;duration;interval;
68;4;13;1;1;1;117.09251903639368;1.09; 
69;6;2;0;1;1;97.27191120373163;1.09; 
70;2;4;1;1;1;100.91168191795988;1.09; 
71;7;4;0;1;1;129.94830677154764;1.09; 
72;4;20;1;1;1;105.34136030032326;1.09; 
73;8;10;0;1;1;110.75790400317183;1.1; 
74;3;6;1;1;1;127.81974774176777;1.09; 
75;9;4;0;1;1;117.50970560231602;1.09; 
76;4;23;1;1;1;117.34146137422553;1.09; 
77;14;16;0;2;1;124.76088630297026;1.09; 
78;3;24;1;1;1;136.3503825733702;1.09; 
79;7;20;0;2;1;125.4096106634659;1.09; 
80;2;9;1;2;1;123.34658214294896;1.09; 
81;10;15;0;1;1;139.87579356453608;1.09; 
82;4;5;1;2;1;114.78396908835462;1.09; 
83;7;6;0;2;1;126.08979346825024;1.09; 
84;2;20;1;1;1;134.12177933097087;1.1; 
85;15;5;0;1;1;117.16249760116172;1.09; 
86;2;5;1;1;1;136.86388270553107;1.09; 
87;12;20;0;2;1;143.08384841915426;1.09; 
88;2;13;1;1;1;133.5840326071099;1.09; 
89;10;8;0;1;1;143.0217193552702;1.09; 
90;4;1;1;1;1;131.9455341375588;1.09; 
91;10;12;0;1;1;144.12653230528102;1.09; 
92;4;14;1;1;1;129.82463456059534;1.09; 
93;7;22;0;1;1;144.91541516988696;1.09; 
94;3;4;1;1;1;142.89569530364082;1.09; 
95;10;9;0;1;1;147.59969166501463;1.1; 
96;3;20;1;1;1;142.3788370331817;1.09; 
97;12;3;0;1;1;133.65756864742994;1.09; 
98;3;21;1;1;1;151.36318749090137;1.09; 
99;5;18;0;1;1;150.63497468493765;1.09; 
100;3;17;1;1;1;131.34816163029538;1.09; 
101;15;1;0;2;1;147.0019813798054;1.09; 
102;3;19;1;1;1;159.0957480728219;1.09; 
103;7;16;0;1;1;152.94771304418367;1.09; 
104;2;7;1;1;1;157.38010987211743;1.09; 
105;13;20;0;2;1;147.42829787740163;1.09; 
106;4;18;1;1;1;154.88370517529788;1.1; 
107;12;1;0;1;1;161.46832019009463;1.09; 
108;3;2;1;1;1;156.78863604471752;1.09; 
109;9;10;0;1;1;155.35373542559807;1.09; 
110;3;22;1;1;1;174.7955244701202;1.09; 
