number;floor;room#;type;size;service_time;duration;interval;
77;10;9;0;1;1;137.86398633223627;1.09; 
78;2;13;1;2;1;112.86272877071835;1.09; 
79;10;20;0;1;1;137.20284762054285;1.09; 
80;3;12;1;1;1;120.64776565298523;1.09; 
81;13;12;0;1;1;126.43589789996913;1.09; 
82;3;10;1;1;1;125.43434509499755;1.09; 
83;8;19;0;1;1;120.15398750994174;1.09; 
84;2;22;1;1;1;136.15183396686814;1.1; 
85;13;4;0;1;1;123.04865253537804;1.09; 
86;2;7;1;1;1;131.09544639358978;1.09; 
87;12;19;0;1;1;120.26972932584749;1.09; 
88;3;6;1;1;1;139.87387651802015;1.09; 
89;10;3;0;1;1;151.64627682826736;1.09; 
90;2;11;1;2;1;136.1129759750438;1.09; 
91;5;6;0;1;1;149.20777569113406;1.09; 
92;4;21;1;1;1;142.89642915807227;1.09; 
93;15;16;0;1;1;136.67726990043604;1.09; 
94;4;16;1;1;1;143.15299954796447;1.09; 
95;12;1;0;1;1;143.96635708362885;1.1; 
96;3;8;1;1;1;147.47220493327305;1.09; 
97;8;24;0;2;1;154.9647724251126;1.09; 
98;2;8;1;1;1;135.39027993302892;1.09; 
99;9;8;0;1;1;134.57301497521564;1.09; 
100;3;19;1;1;1;147.0674507843743;1.09; 
101;12;7;0;2;1;143.77445255621856;1.09; 
102;2;6;1;2;1;146.00128305917139;1.09; 
103;9;16;0;1;1;160.46522143406594;1.09; 
104;4;11;1;2;1;140.7041317161678;1.09; 
105;14;8;0;1;1;151.66643461862785;1.09; 
106;3;15;1;2;1;148.54894292513436;1.1; 
107;14;19;0;1;1;144.64798757844693;1.09; 
108;2;1;1;1;1;167.9289878421951;1.09; 
109;13;19;0;2;1;153.41516655633694;1.09; 
110;3;23;1;1;1;163.1593912500702;1.09; 
