number;floor;room#;type;size;service_time;duration;interval;
65;13;5;0;1;1;96.12425222969492;1.09; 
66;4;5;1;1;1;119.26408733369809;1.09; 
67;6;18;0;2;1;102.45404164523234;1.09; 
68;2;16;1;2;1;104.28203114335969;1.09; 
69;14;16;0;2;1;105.39436500128195;1.09; 
70;4;2;1;1;1;115.54220128173921;1.09; 
71;6;7;0;1;1;115.72941931717128;1.09; 
72;2;5;1;2;1;111.29210989184982;1.09; 
73;16;12;0;1;1;127.35771539994936;1.1; 
74;4;11;1;1;1;126.6578054928119;1.09; 
75;8;1;0;1;1;118.75906725587555;1.09; 
76;2;11;1;1;1;115.54756297946665;1.09; 
77;12;2;0;1;1;113.83731986547686;1.09; 
78;4;20;1;2;1;145.2697260109362;1.09; 
79;15;6;0;1;1;123.13202311803717;1.09; 
80;3;18;1;1;1;126.25032042169178;1.09; 
81;14;5;0;1;1;151.23737185825016;1.09; 
82;4;14;1;1;1;127.25540880886248;1.09; 
83;7;4;0;2;1;125.7724654927286;1.09; 
84;3;19;1;1;1;126.58215411682335;1.1; 
85;7;8;0;1;1;117.5218371931693;1.09; 
86;4;6;1;1;1;155.54502418034662;1.09; 
87;14;13;0;1;1;127.72437746091886;1.09; 
88;3;11;1;1;1;146.3560730956418;1.09; 
89;7;10;0;1;1;136.65219108734524;1.09; 
90;3;3;1;1;1;151.8481186278783;1.09; 
91;15;2;0;1;1;143.7616825256782;1.09; 
92;4;10;1;1;1;146.86587220220017;1.09; 
93;9;1;0;1;1;142.75950546568774;1.09; 
94;2;7;1;1;1;150.91919125751954;1.09; 
95;15;10;0;2;1;146.47112818476387;1.1; 
96;3;24;1;2;1;143.87990337648264;1.09; 
97;11;6;0;1;1;166.133307966859;1.09; 
98;3;20;1;1;1;143.35786956866585;1.09; 
99;7;19;0;2;1;141.40163728102706;1.09; 
100;3;23;1;1;1;159.746877807371;1.09; 
101;13;9;0;1;1;136.30552405202647;1.09; 
102;3;7;1;1;1;159.6629572776156;1.09; 
103;16;15;0;1;1;143.4507255451014;1.09; 
104;4;12;1;1;1;157.36653522376002;1.09; 
105;8;18;0;2;1;144.1085408132784;1.09; 
106;2;1;1;2;1;159.2902045011005;1.1; 
107;10;24;0;1;1;151.81075757710997;1.09; 
108;4;13;1;1;1;146.9040397826027;1.09; 
109;9;11;0;2;1;147.87157740393644;1.09; 
110;3;4;1;1;1;157.04488591183832;1.09; 
