number;floor;room#;type;size;service_time;duration;interval;
80;3;5;1;1;1;117.98022367758465;1.09; 
81;10;9;0;1;1;121.44506843580571;1.09; 
82;3;9;1;2;1;127.9485539637409;1.09; 
83;12;8;0;1;1;125.46188812654765;1.09; 
84;3;2;1;1;1;120.89758153895806;1.1; 
85;8;10;0;1;1;133.82220049809504;1.09; 
86;2;13;1;1;1;133.72047487310428;1.09; 
87;7;1;0;2;1;151.22952602968624;1.09; 
88;2;2;1;1;1;151.4203240607944;1.09; 
89;6;1;0;1;1;147.28334360775128;1.09; 
90;2;17;1;1;1;147.66745002418816;1.09; 
91;7;12;0;1;1;135.84503772663487;1.09; 
92;3;8;1;1;1;131.33168211756558;1.09; 
93;15;2;0;1;1;140.64440770916391;1.09; 
94;3;1;1;1;1;136.5874104608648;1.09; 
95;10;5;0;2;1;154.01674753792832;1.1; 
96;4;16;1;1;1;146.80554452329824;1.09; 
97;9;24;0;2;1;155.5025560244048;1.09; 
98;4;13;1;2;1;155.31943061897076;1.09; 
99;10;13;0;1;1;142.86870405618234;1.09; 
100;4;9;1;2;1;137.69428769341988;1.09; 
101;9;23;0;2;1;143.9866016723336;1.09; 
102;2;21;1;1;1;146.5510987347965;1.09; 
103;8;6;0;1;1;168.7221804294182;1.09; 
104;2;12;1;1;1;155.3153254885477;1.09; 
105;13;7;0;1;1;162.16679036370567;1.09; 
106;2;8;1;1;1;149.16540533690545;1.1; 
107;11;13;0;1;1;154.94950434740994;1.09; 
108;2;22;1;1;1;172.04938641258758;1.09; 
109;14;6;0;2;1;161.07953702665947;1.09; 
110;3;4;1;1;1;159.11033457925387;1.09; 
