number;floor;room#;type;size;service_time;duration;interval;
100;3;1;1;1;1;157.63514185399205;1.09; 
101;7;10;0;1;1;142.49762908734277;1.09; 
102;2;21;1;1;1;139.5191760001374;1.09; 
103;15;13;0;1;1;146.99185865468354;1.09; 
104;3;9;1;2;1;138.5360791564977;1.09; 
105;14;1;0;1;1;168.03999030090367;1.09; 
106;3;20;1;2;1;148.22748946891426;1.1; 
107;5;5;0;1;1;167.3513872745943;1.09; 
108;3;12;1;1;1;156.95553961357487;1.09; 
109;9;23;0;2;1;152.46978188920923;1.09; 
110;2;1;1;1;1;162.0002897348151;1.09; 
