number;floor;room#;type;size;service_time;duration;interval;
74;2;4;1;1;1;108.79979543659553;1.09; 
75;11;14;0;2;1;107.24337912512378;1.09; 
76;3;8;1;1;1;114.98547565018275;1.09; 
77;6;18;0;2;1;127.47104131757607;1.09; 
78;2;18;1;1;1;113.60964734007811;1.09; 
79;15;15;0;1;1;114.80632637608174;1.09; 
80;3;18;1;1;1;117.03552700779639;1.09; 
81;12;12;0;2;1;138.09809186942718;1.09; 
82;3;11;1;2;1;124.72483564444258;1.09; 
83;6;14;0;1;1;122.37523072225827;1.09; 
84;2;14;1;1;1;128.48577376125016;1.1; 
85;12;17;0;1;1;129.87048533864848;1.09; 
86;2;17;1;1;1;125.44152517782243;1.09; 
87;5;11;0;1;1;118.76523393826241;1.09; 
88;4;20;1;1;1;136.592169720696;1.09; 
89;15;7;0;1;1;135.27221647690823;1.09; 
90;3;12;1;1;1;128.73505006763565;1.09; 
91;9;16;0;2;1;153.29023906704805;1.09; 
92;4;6;1;1;1;153.15791671547842;1.09; 
93;6;16;0;2;1;136.91446098057466;1.09; 
94;3;21;1;1;1;143.8911129742331;1.09; 
95;10;10;0;1;1;132.43875197946304;1.1; 
96;3;22;1;1;1;127.67779109106266;1.09; 
97;16;13;0;1;1;150.76358878795477;1.09; 
98;4;8;1;1;1;141.2877744126127;1.09; 
99;9;12;0;1;1;160.0576128928677;1.09; 
100;2;13;1;1;1;138.7997925209889;1.09; 
101;14;17;0;2;1;131.03585716914355;1.09; 
102;2;16;1;1;1;145.97272006239166;1.09; 
103;9;19;0;1;1;153.48254998803893;1.09; 
104;4;11;1;1;1;149.87955110463326;1.09; 
105;5;17;0;1;1;152.24744929973028;1.09; 
106;4;19;1;1;1;166.5230216300812;1.1; 
107;8;15;0;2;1;153.44380162753782;1.09; 
108;2;10;1;1;1;149.8080624065524;1.09; 
109;7;4;0;1;1;156.38204979832898;1.09; 
110;3;16;1;2;1;163.7782669726426;1.09; 
