number;floor;room#;type;size;service_time;duration;interval;
67;8;15;0;1;1;120.1868990020129;1.09; 
68;4;3;1;1;1;126.31501450230137;1.09; 
69;15;9;0;1;1;111.43739792340418;1.09; 
70;3;15;1;1;1;115.4010211214351;1.09; 
71;14;4;0;1;1;103.47167689405481;1.09; 
72;3;21;1;1;1;106.22697421403163;1.09; 
73;10;22;0;1;1;114.24237015050932;1.1; 
74;3;1;1;1;1;126.83620073087425;1.09; 
75;15;1;0;2;1;105.92395450223258;1.09; 
76;2;23;1;1;1;126.74140089597839;1.09; 
77;9;14;0;2;1;134.31869746723055;1.09; 
78;2;22;1;1;1;109.38780829806991;1.09; 
79;6;3;0;1;1;125.75241955007886;1.09; 
80;2;9;1;1;1;121.80475273810202;1.09; 
81;12;8;0;1;1;145.9800317093447;1.09; 
82;4;11;1;1;1;139.5809505864783;1.09; 
83;12;6;0;1;1;144.37683653193045;1.09; 
84;3;19;1;1;1;114.80212432046208;1.1; 
85;5;24;0;1;1;118.97038777132417;1.09; 
86;3;18;1;1;1;125.84649799877067;1.09; 
87;16;14;0;1;1;137.01202213898873;1.09; 
88;2;7;1;1;1;141.58299473921164;1.09; 
89;9;2;0;1;1;123.90167767280869;1.09; 
90;2;17;1;1;1;138.76179346125974;1.09; 
91;9;19;0;1;1;135.276506780958;1.09; 
92;4;23;1;1;1;145.05981421509455;1.09; 
93;5;10;0;1;1;137.32881474902962;1.09; 
94;2;11;1;1;1;126.45120603299242;1.09; 
95;14;18;0;1;1;139.6241689406744;1.1; 
96;3;5;1;1;1;142.50022802208036;1.09; 
97;8;9;0;2;1;125.67659460036148;1.09; 
98;4;15;1;1;1;134.82668660490882;1.09; 
99;12;7;0;1;1;145.95341844413363;1.09; 
100;3;17;1;1;1;137.7708613512749;1.09; 
101;7;15;0;1;1;160.01416973347284;1.09; 
102;2;14;1;1;1;136.51165714596058;1.09; 
103;7;5;0;1;1;152.48674744699397;1.09; 
104;4;17;1;2;1;151.32476105251484;1.09; 
105;14;20;0;1;1;136.64674506308572;1.09; 
106;4;20;1;1;1;160.91228087457188;1.1; 
107;14;1;0;1;1;148.4812070251554;1.09; 
108;3;11;1;1;1;163.89752317569798;1.09; 
109;9;9;0;1;1;169.06175103535202;1.09; 
110;2;10;1;1;1;168.464642200015;1.09; 
